,id,redshift,mass,simulation,snap,ax,rot
0,tSZ_sim=D13_snap=064_mass=14.51_reds=0.39_ax=y_rot=180,0.39,14.51,D13,064,y,180
0,tSZ_sim=D5_snap=044_mass=13.44_reds=0.89_ax=x_rot=270,0.89,13.44,D5,044,x,270
0,tSZ_sim=D21_snap=076_mass=14.73_reds=0.19_ax=y_rot=0,0.19,14.73,D21,076,y,0
0,tSZ_sim=D4_snap=040_mass=13.36_reds=1.05_ax=y_rot=180,1.05,13.36,D4,040,y,180
0,tSZ_sim=D1_snap=072_mass=14.87_reds=0.25_ax=y_rot=180,0.25,14.87,D1,072,y,180
0,tSZ_sim=D8_snap=068_mass=14.28_reds=0.31_ax=x_rot=0,0.31,14.28,D8,068,x,0
0,tSZ_sim=D14_snap=040_mass=14.48_reds=1.05_ax=z_rot=90,1.05,14.48,D14,040,z,90
0,tSZ_sim=D15_snap=044_mass=14.30_reds=0.89_ax=x_rot=180,0.89,14.3,D15,044,x,180
0,tSZ_sim=D5_snap=068_mass=13.88_reds=0.31_ax=z_rot=270,0.31,13.88,D5,068,z,270
0,tSZ_sim=D9_snap=076_mass=13.86_reds=0.19_ax=x_rot=0,0.19,13.86,D9,076,x,0
0,tSZ_sim=D17_snap=040_mass=13.62_reds=1.05_ax=z_rot=270,1.05,13.62,D17,040,z,270
0,tSZ_sim=D14_snap=048_mass=14.57_reds=0.76_ax=y_rot=180,0.76,14.57,D14,048,y,180
0,tSZ_sim=D25_snap=041_mass=13.58_reds=1.00_ax=y_rot=90,1.0,13.58,D25,041,y,90
0,tSZ_sim=D21_snap=060_mass=14.52_reds=0.46_ax=x_rot=180,0.46,14.52,D21,060,x,180
0,tSZ_sim=D19_snap=040_mass=14.54_reds=1.05_ax=y_rot=90,1.05,14.54,D19,040,y,90
0,tSZ_sim=D28_snap=036_mass=13.74_reds=1.48_ax=z_rot=90,1.48,13.74,D28,036,z,90
0,tSZ_sim=D26_snap=036_mass=13.73_reds=1.48_ax=x_rot=0,1.48,13.73,D26,036,x,0
0,tSZ_sim=D7_snap=060_mass=14.82_reds=0.46_ax=y_rot=180,0.46,14.82,D7,060,y,180
0,tSZ_sim=D24_snap=048_mass=14.88_reds=0.76_ax=x_rot=0,0.76,14.88,D24,048,x,0
0,tSZ_sim=D18_snap=088_mass=14.74_reds=0.03_ax=x_rot=270,0.03,14.74,D18,088,x,270
0,tSZ_sim=D8_snap=076_mass=14.25_reds=0.19_ax=x_rot=90,0.19,14.25,D8,076,x,90
0,tSZ_sim=D13_snap=080_mass=14.53_reds=0.13_ax=x_rot=0,0.13,14.53,D13,080,x,0
0,tSZ_sim=D9_snap=060_mass=13.73_reds=0.46_ax=y_rot=0,0.46,13.73,D9,060,y,0
0,tSZ_sim=D16_snap=084_mass=15.05_reds=0.08_ax=x_rot=90,0.08,15.05,D16,084,x,90
0,tSZ_sim=D5_snap=084_mass=13.82_reds=0.08_ax=y_rot=270,0.08,13.82,D5,084,y,270
0,tSZ_sim=D12_snap=048_mass=14.20_reds=0.76_ax=z_rot=0,0.76,14.2,D12,048,z,0
0,tSZ_sim=D28_snap=036_mass=13.74_reds=1.48_ax=y_rot=0,1.48,13.74,D28,036,y,0
0,tSZ_sim=D8_snap=044_mass=13.58_reds=0.89_ax=z_rot=90,0.89,13.58,D8,044,z,90
0,tSZ_sim=D12_snap=040_mass=13.96_reds=1.05_ax=z_rot=0,1.05,13.96,D12,040,z,0
0,tSZ_sim=D9_snap=032_mass=13.08_reds=2.00_ax=z_rot=0,2.0,13.08,D9,032,z,0
0,tSZ_sim=D2_snap=088_mass=14.36_reds=0.03_ax=z_rot=0,0.03,14.36,D2,088,z,0
0,tSZ_sim=D3_snap=060_mass=14.46_reds=0.46_ax=x_rot=90,0.46,14.46,D3,060,x,90
0,tSZ_sim=D18_snap=076_mass=14.67_reds=0.19_ax=x_rot=270,0.19,14.67,D18,076,x,270
0,tSZ_sim=D12_snap=040_mass=13.96_reds=1.05_ax=z_rot=180,1.05,13.96,D12,040,z,180
0,tSZ_sim=D13_snap=064_mass=14.51_reds=0.39_ax=x_rot=180,0.39,14.51,D13,064,x,180
0,tSZ_sim=D15_snap=076_mass=14.78_reds=0.19_ax=z_rot=180,0.19,14.78,D15,076,z,180
0,tSZ_sim=D16_snap=052_mass=14.74_reds=0.65_ax=x_rot=0,0.65,14.74,D16,052,x,0
0,tSZ_sim=D8_snap=041_mass=13.87_reds=1.00_ax=x_rot=90,1.0,13.87,D8,041,x,90
0,tSZ_sim=D18_snap=072_mass=14.67_reds=0.25_ax=z_rot=90,0.25,14.67,D18,072,z,90
0,tSZ_sim=D24_snap=064_mass=14.87_reds=0.39_ax=z_rot=0,0.39,14.87,D24,064,z,0
0,tSZ_sim=D11_snap=048_mass=13.95_reds=0.76_ax=x_rot=90,0.76,13.95,D11,048,x,90
0,tSZ_sim=D18_snap=052_mass=14.44_reds=0.65_ax=x_rot=180,0.65,14.44,D18,052,x,180
0,tSZ_sim=D3_snap=084_mass=14.50_reds=0.08_ax=z_rot=90,0.08,14.5,D3,084,z,90
0,tSZ_sim=D14_snap=076_mass=14.88_reds=0.19_ax=z_rot=270,0.19,14.88,D14,076,z,270
0,tSZ_sim=D29_snap=040_mass=14.12_reds=1.05_ax=x_rot=0,1.05,14.12,D29,040,x,0
0,tSZ_sim=D27_snap=032_mass=13.97_reds=2.01_ax=z_rot=270,2.01,13.97,D27,032,z,270
0,tSZ_sim=D7_snap=060_mass=14.82_reds=0.46_ax=z_rot=270,0.46,14.82,D7,060,z,270
0,tSZ_sim=D21_snap=068_mass=14.80_reds=0.31_ax=x_rot=270,0.31,14.8,D21,068,x,270
0,tSZ_sim=D7_snap=044_mass=14.33_reds=0.89_ax=x_rot=0,0.89,14.33,D7,044,x,0
0,tSZ_sim=D19_snap=041_mass=14.59_reds=1.00_ax=y_rot=90,1.0,14.59,D19,041,y,90
0,tSZ_sim=D12_snap=036_mass=13.86_reds=1.48_ax=z_rot=270,1.48,13.86,D12,036,z,270
0,tSZ_sim=D13_snap=052_mass=14.03_reds=0.65_ax=y_rot=180,0.65,14.03,D13,052,y,180
0,tSZ_sim=D11_snap=056_mass=14.40_reds=0.55_ax=y_rot=90,0.55,14.4,D11,056,y,90
0,tSZ_sim=D25_snap=060_mass=14.18_reds=0.46_ax=z_rot=180,0.46,14.18,D25,060,z,180
0,tSZ_sim=D21_snap=088_mass=14.86_reds=0.03_ax=z_rot=0,0.03,14.86,D21,088,z,0
0,tSZ_sim=D25_snap=040_mass=13.50_reds=1.05_ax=y_rot=0,1.05,13.5,D25,040,y,0
0,tSZ_sim=D20_snap=040_mass=14.24_reds=1.05_ax=y_rot=270,1.05,14.24,D20,040,y,270
0,tSZ_sim=D15_snap=052_mass=14.62_reds=0.65_ax=x_rot=90,0.65,14.62,D15,052,x,90
0,tSZ_sim=D7_snap=072_mass=14.76_reds=0.25_ax=x_rot=90,0.25,14.76,D7,072,x,90
0,tSZ_sim=D23_snap=060_mass=14.30_reds=0.46_ax=z_rot=90,0.46,14.3,D23,060,z,90
0,tSZ_sim=D4_snap=060_mass=14.12_reds=0.46_ax=z_rot=270,0.46,14.12,D4,060,z,270
0,tSZ_sim=D6_snap=088_mass=14.83_reds=0.03_ax=z_rot=90,0.03,14.83,D6,088,z,90
0,tSZ_sim=D2_snap=040_mass=13.95_reds=1.05_ax=x_rot=180,1.05,13.95,D2,040,x,180
0,tSZ_sim=D8_snap=068_mass=14.28_reds=0.31_ax=z_rot=90,0.31,14.28,D8,068,z,90
0,tSZ_sim=D14_snap=072_mass=14.92_reds=0.25_ax=y_rot=180,0.25,14.92,D14,072,y,180
0,tSZ_sim=D4_snap=084_mass=14.17_reds=0.08_ax=y_rot=270,0.08,14.17,D4,084,y,270
0,tSZ_sim=D17_snap=080_mass=14.92_reds=0.13_ax=x_rot=90,0.13,14.92,D17,080,x,90
0,tSZ_sim=D1_snap=080_mass=14.97_reds=0.13_ax=y_rot=180,0.13,14.97,D1,080,y,180
0,tSZ_sim=D22_snap=044_mass=14.34_reds=0.89_ax=y_rot=90,0.89,14.34,D22,044,y,90
0,tSZ_sim=D2_snap=044_mass=14.10_reds=0.89_ax=y_rot=90,0.89,14.1,D2,044,y,90
0,tSZ_sim=D12_snap=041_mass=13.99_reds=1.00_ax=x_rot=0,1.0,13.99,D12,041,x,0
0,tSZ_sim=D13_snap=032_mass=13.51_reds=2.01_ax=z_rot=270,2.01,13.51,D13,032,z,270
0,tSZ_sim=D15_snap=044_mass=14.30_reds=0.89_ax=x_rot=90,0.89,14.3,D15,044,x,90
0,tSZ_sim=D29_snap=040_mass=14.12_reds=1.05_ax=y_rot=90,1.05,14.12,D29,040,y,90
0,tSZ_sim=D13_snap=036_mass=13.68_reds=1.48_ax=z_rot=0,1.48,13.68,D13,036,z,0
0,tSZ_sim=D6_snap=076_mass=14.87_reds=0.19_ax=x_rot=180,0.19,14.87,D6,076,x,180
0,tSZ_sim=D2_snap=080_mass=14.37_reds=0.13_ax=y_rot=270,0.13,14.37,D2,080,y,270
0,tSZ_sim=D16_snap=072_mass=14.81_reds=0.25_ax=x_rot=180,0.25,14.81,D16,072,x,180
0,tSZ_sim=D9_snap=041_mass=13.48_reds=1.00_ax=y_rot=270,1.0,13.48,D9,041,y,270
0,tSZ_sim=D23_snap=060_mass=14.30_reds=0.46_ax=z_rot=270,0.46,14.3,D23,060,z,270
0,tSZ_sim=D16_snap=052_mass=14.74_reds=0.65_ax=y_rot=270,0.65,14.74,D16,052,y,270
0,tSZ_sim=D23_snap=052_mass=14.03_reds=0.65_ax=y_rot=180,0.65,14.03,D23,052,y,180
0,tSZ_sim=D19_snap=041_mass=14.59_reds=1.00_ax=z_rot=0,1.0,14.59,D19,041,z,0
0,tSZ_sim=D28_snap=064_mass=14.61_reds=0.39_ax=x_rot=90,0.39,14.61,D28,064,x,90
0,tSZ_sim=D4_snap=044_mass=13.72_reds=0.89_ax=z_rot=90,0.89,13.72,D4,044,z,90
0,tSZ_sim=D22_snap=084_mass=15.03_reds=0.08_ax=z_rot=0,0.08,15.03,D22,084,z,0
0,tSZ_sim=D27_snap=040_mass=14.21_reds=1.05_ax=x_rot=180,1.05,14.21,D27,040,x,180
0,tSZ_sim=D25_snap=076_mass=14.59_reds=0.19_ax=x_rot=90,0.19,14.59,D25,076,x,90
0,tSZ_sim=D27_snap=072_mass=14.75_reds=0.25_ax=z_rot=180,0.25,14.75,D27,072,z,180
0,tSZ_sim=D11_snap=068_mass=14.76_reds=0.31_ax=x_rot=270,0.31,14.76,D11,068,x,270
0,tSZ_sim=D21_snap=040_mass=14.37_reds=1.05_ax=x_rot=180,1.05,14.37,D21,040,x,180
0,tSZ_sim=D11_snap=056_mass=14.40_reds=0.55_ax=y_rot=180,0.55,14.4,D11,056,y,180
0,tSZ_sim=D15_snap=084_mass=14.85_reds=0.08_ax=x_rot=270,0.08,14.85,D15,084,x,270
0,tSZ_sim=D16_snap=044_mass=14.62_reds=0.89_ax=z_rot=180,0.89,14.62,D16,044,z,180
0,tSZ_sim=D10_snap=040_mass=14.47_reds=1.05_ax=z_rot=90,1.05,14.47,D10,040,z,90
0,tSZ_sim=D16_snap=072_mass=14.81_reds=0.25_ax=y_rot=0,0.25,14.81,D16,072,y,0
0,tSZ_sim=D2_snap=048_mass=14.14_reds=0.76_ax=z_rot=90,0.76,14.14,D2,048,z,90
0,tSZ_sim=D26_snap=052_mass=14.62_reds=0.65_ax=y_rot=180,0.65,14.62,D26,052,y,180
0,tSZ_sim=D17_snap=064_mass=14.22_reds=0.39_ax=x_rot=0,0.39,14.22,D17,064,x,0
0,tSZ_sim=D15_snap=040_mass=14.23_reds=1.05_ax=y_rot=180,1.05,14.23,D15,040,y,180
0,tSZ_sim=D20_snap=076_mass=14.93_reds=0.19_ax=y_rot=180,0.19,14.93,D20,076,y,180
0,tSZ_sim=D6_snap=088_mass=14.83_reds=0.03_ax=y_rot=270,0.03,14.83,D6,088,y,270
0,tSZ_sim=D9_snap=072_mass=13.81_reds=0.25_ax=y_rot=270,0.25,13.81,D9,072,y,270
0,tSZ_sim=D14_snap=040_mass=14.48_reds=1.05_ax=y_rot=180,1.05,14.48,D14,040,y,180
0,tSZ_sim=D9_snap=048_mass=13.63_reds=0.76_ax=z_rot=270,0.76,13.63,D9,048,z,270
0,tSZ_sim=D2_snap=060_mass=14.20_reds=0.46_ax=x_rot=180,0.46,14.2,D2,060,x,180
0,tSZ_sim=D29_snap=080_mass=14.63_reds=0.13_ax=y_rot=270,0.13,14.63,D29,080,y,270
0,tSZ_sim=D13_snap=088_mass=14.84_reds=0.03_ax=x_rot=270,0.03,14.84,D13,088,x,270
0,tSZ_sim=D17_snap=056_mass=14.22_reds=0.55_ax=x_rot=270,0.55,14.22,D17,056,x,270
0,tSZ_sim=D12_snap=040_mass=13.96_reds=1.05_ax=x_rot=0,1.05,13.96,D12,040,x,0
0,tSZ_sim=D18_snap=052_mass=14.44_reds=0.65_ax=y_rot=0,0.65,14.44,D18,052,y,0
0,tSZ_sim=D6_snap=064_mass=14.57_reds=0.39_ax=x_rot=270,0.39,14.57,D6,064,x,270
0,tSZ_sim=D1_snap=048_mass=14.43_reds=0.76_ax=x_rot=0,0.76,14.43,D1,048,x,0
0,tSZ_sim=D3_snap=080_mass=14.52_reds=0.13_ax=x_rot=270,0.13,14.52,D3,080,x,270
0,tSZ_sim=D18_snap=068_mass=14.75_reds=0.31_ax=y_rot=180,0.31,14.75,D18,068,y,180
0,tSZ_sim=D23_snap=068_mass=14.61_reds=0.31_ax=y_rot=90,0.31,14.61,D23,068,y,90
0,tSZ_sim=D18_snap=044_mass=14.30_reds=0.89_ax=y_rot=90,0.89,14.3,D18,044,y,90
0,tSZ_sim=D18_snap=064_mass=14.70_reds=0.39_ax=y_rot=0,0.39,14.7,D18,064,y,0
0,tSZ_sim=D17_snap=052_mass=14.25_reds=0.65_ax=x_rot=90,0.65,14.25,D17,052,x,90
0,tSZ_sim=D11_snap=056_mass=14.40_reds=0.55_ax=z_rot=180,0.55,14.4,D11,056,z,180
0,tSZ_sim=D13_snap=084_mass=14.55_reds=0.08_ax=x_rot=180,0.08,14.55,D13,084,x,180
0,tSZ_sim=D14_snap=036_mass=14.15_reds=1.48_ax=x_rot=90,1.48,14.15,D14,036,x,90
0,tSZ_sim=D4_snap=040_mass=13.36_reds=1.05_ax=z_rot=270,1.05,13.36,D4,040,z,270
0,tSZ_sim=D2_snap=048_mass=14.14_reds=0.76_ax=z_rot=270,0.76,14.14,D2,048,z,270
0,tSZ_sim=D25_snap=068_mass=14.06_reds=0.31_ax=z_rot=0,0.31,14.06,D25,068,z,0
0,tSZ_sim=D11_snap=048_mass=13.95_reds=0.76_ax=x_rot=0,0.76,13.95,D11,048,x,0
0,tSZ_sim=D4_snap=088_mass=14.34_reds=0.03_ax=x_rot=0,0.03,14.34,D4,088,x,0
0,tSZ_sim=D11_snap=084_mass=14.76_reds=0.08_ax=y_rot=270,0.08,14.76,D11,084,y,270
0,tSZ_sim=D14_snap=032_mass=13.76_reds=2.01_ax=x_rot=270,2.01,13.76,D14,032,x,270
0,tSZ_sim=D19_snap=064_mass=14.69_reds=0.39_ax=z_rot=0,0.39,14.69,D19,064,z,0
0,tSZ_sim=D8_snap=064_mass=14.15_reds=0.38_ax=y_rot=0,0.38,14.15,D8,064,y,0
0,tSZ_sim=D20_snap=036_mass=14.13_reds=1.48_ax=x_rot=0,1.48,14.13,D20,036,x,0
0,tSZ_sim=D23_snap=032_mass=13.52_reds=2.01_ax=z_rot=180,2.01,13.52,D23,032,z,180
0,tSZ_sim=D11_snap=056_mass=14.40_reds=0.55_ax=z_rot=270,0.55,14.4,D11,056,z,270
0,tSZ_sim=D15_snap=064_mass=14.77_reds=0.39_ax=y_rot=180,0.39,14.77,D15,064,y,180
0,tSZ_sim=D11_snap=088_mass=14.77_reds=0.03_ax=x_rot=180,0.03,14.77,D11,088,x,180
0,tSZ_sim=D14_snap=044_mass=14.48_reds=0.89_ax=z_rot=0,0.89,14.48,D14,044,z,0
0,tSZ_sim=D4_snap=041_mass=13.37_reds=1.00_ax=z_rot=90,1.0,13.37,D4,041,z,90
0,tSZ_sim=D21_snap=041_mass=14.37_reds=1.00_ax=y_rot=270,1.0,14.37,D21,041,y,270
0,tSZ_sim=D5_snap=036_mass=13.42_reds=1.48_ax=x_rot=0,1.48,13.42,D5,036,x,0
0,tSZ_sim=D14_snap=048_mass=14.57_reds=0.76_ax=z_rot=90,0.76,14.57,D14,048,z,90
0,tSZ_sim=D14_snap=032_mass=13.76_reds=2.01_ax=y_rot=180,2.01,13.76,D14,032,y,180
0,tSZ_sim=D19_snap=072_mass=14.73_reds=0.25_ax=z_rot=90,0.25,14.73,D19,072,z,90
0,tSZ_sim=D6_snap=048_mass=14.37_reds=0.76_ax=x_rot=270,0.76,14.37,D6,048,x,270
0,tSZ_sim=D17_snap=076_mass=14.67_reds=0.19_ax=z_rot=270,0.19,14.67,D17,076,z,270
0,tSZ_sim=D15_snap=064_mass=14.77_reds=0.39_ax=z_rot=270,0.39,14.77,D15,064,z,270
0,tSZ_sim=D24_snap=032_mass=13.84_reds=2.01_ax=z_rot=90,2.01,13.84,D24,032,z,90
0,tSZ_sim=D23_snap=088_mass=14.84_reds=0.03_ax=y_rot=270,0.03,14.84,D23,088,y,270
0,tSZ_sim=D7_snap=048_mass=14.39_reds=0.76_ax=y_rot=0,0.76,14.39,D7,048,y,0
0,tSZ_sim=D7_snap=040_mass=14.01_reds=1.05_ax=y_rot=270,1.05,14.01,D7,040,y,270
0,tSZ_sim=D19_snap=036_mass=13.78_reds=1.48_ax=x_rot=270,1.48,13.78,D19,036,x,270
0,tSZ_sim=D19_snap=056_mass=14.72_reds=0.55_ax=x_rot=0,0.55,14.72,D19,056,x,0
0,tSZ_sim=D10_snap=080_mass=14.78_reds=0.13_ax=z_rot=90,0.13,14.78,D10,080,z,90
0,tSZ_sim=D14_snap=064_mass=14.85_reds=0.39_ax=x_rot=180,0.39,14.85,D14,064,x,180
0,tSZ_sim=D11_snap=036_mass=13.71_reds=1.48_ax=z_rot=270,1.48,13.71,D11,036,z,270
0,tSZ_sim=D23_snap=040_mass=13.98_reds=1.05_ax=z_rot=270,1.05,13.98,D23,040,z,270
0,tSZ_sim=D18_snap=080_mass=14.71_reds=0.13_ax=y_rot=270,0.13,14.71,D18,080,y,270
0,tSZ_sim=D14_snap=060_mass=14.65_reds=0.46_ax=y_rot=180,0.46,14.65,D14,060,y,180
0,tSZ_sim=D20_snap=072_mass=14.69_reds=0.25_ax=y_rot=270,0.25,14.69,D20,072,y,270
0,tSZ_sim=D1_snap=041_mass=14.22_reds=1.00_ax=y_rot=0,1.0,14.22,D1,041,y,0
0,tSZ_sim=D13_snap=088_mass=14.84_reds=0.03_ax=y_rot=270,0.03,14.84,D13,088,y,270
0,tSZ_sim=D5_snap=048_mass=13.76_reds=0.76_ax=x_rot=270,0.76,13.76,D5,048,x,270
0,tSZ_sim=D28_snap=044_mass=13.92_reds=0.89_ax=y_rot=270,0.89,13.92,D28,044,y,270
0,tSZ_sim=D29_snap=052_mass=14.55_reds=0.65_ax=z_rot=0,0.65,14.55,D29,052,z,0
0,tSZ_sim=D22_snap=048_mass=14.73_reds=0.76_ax=y_rot=90,0.76,14.73,D22,048,y,90
0,tSZ_sim=D11_snap=084_mass=14.76_reds=0.08_ax=x_rot=90,0.08,14.76,D11,084,x,90
0,tSZ_sim=D23_snap=052_mass=14.03_reds=0.65_ax=x_rot=270,0.65,14.03,D23,052,x,270
0,tSZ_sim=D14_snap=060_mass=14.65_reds=0.46_ax=x_rot=270,0.46,14.65,D14,060,x,270
0,tSZ_sim=D25_snap=040_mass=13.50_reds=1.05_ax=x_rot=270,1.05,13.5,D25,040,x,270
0,tSZ_sim=D25_snap=041_mass=13.58_reds=1.00_ax=x_rot=180,1.0,13.58,D25,041,x,180
0,tSZ_sim=D1_snap=056_mass=14.75_reds=0.55_ax=z_rot=90,0.55,14.75,D1,056,z,90
0,tSZ_sim=D23_snap=068_mass=14.61_reds=0.31_ax=y_rot=180,0.31,14.61,D23,068,y,180
0,tSZ_sim=D1_snap=080_mass=14.97_reds=0.13_ax=y_rot=90,0.13,14.97,D1,080,y,90
0,tSZ_sim=D21_snap=052_mass=14.47_reds=0.65_ax=y_rot=90,0.65,14.47,D21,052,y,90
0,tSZ_sim=D29_snap=036_mass=13.51_reds=1.48_ax=z_rot=270,1.48,13.51,D29,036,z,270
0,tSZ_sim=D22_snap=088_mass=15.06_reds=0.03_ax=y_rot=90,0.03,15.06,D22,088,y,90
0,tSZ_sim=D3_snap=052_mass=14.50_reds=0.65_ax=z_rot=180,0.65,14.5,D3,052,z,180
0,tSZ_sim=D23_snap=084_mass=14.56_reds=0.08_ax=y_rot=180,0.08,14.56,D23,084,y,180
0,tSZ_sim=D3_snap=044_mass=14.13_reds=0.89_ax=x_rot=0,0.89,14.13,D3,044,x,0
0,tSZ_sim=D4_snap=044_mass=13.72_reds=0.89_ax=y_rot=0,0.89,13.72,D4,044,y,0
0,tSZ_sim=D26_snap=076_mass=14.77_reds=0.19_ax=y_rot=180,0.19,14.77,D26,076,y,180
0,tSZ_sim=D13_snap=072_mass=14.54_reds=0.25_ax=y_rot=270,0.25,14.54,D13,072,y,270
0,tSZ_sim=D2_snap=088_mass=14.36_reds=0.03_ax=y_rot=0,0.03,14.36,D2,088,y,0
0,tSZ_sim=D17_snap=041_mass=13.70_reds=1.00_ax=x_rot=0,1.0,13.7,D17,041,x,0
0,tSZ_sim=D7_snap=036_mass=14.04_reds=1.48_ax=y_rot=270,1.48,14.04,D7,036,y,270
0,tSZ_sim=D23_snap=052_mass=14.03_reds=0.65_ax=z_rot=90,0.65,14.03,D23,052,z,90
0,tSZ_sim=D25_snap=048_mass=14.06_reds=0.76_ax=y_rot=90,0.76,14.06,D25,048,y,90
0,tSZ_sim=D4_snap=032_mass=12.40_reds=2.00_ax=y_rot=0,2.0,12.4,D4,032,y,0
0,tSZ_sim=D17_snap=068_mass=14.13_reds=0.31_ax=y_rot=0,0.31,14.13,D17,068,y,0
0,tSZ_sim=D7_snap=060_mass=14.82_reds=0.46_ax=x_rot=180,0.46,14.82,D7,060,x,180
0,tSZ_sim=D5_snap=044_mass=13.44_reds=0.89_ax=z_rot=90,0.89,13.44,D5,044,z,90
0,tSZ_sim=D6_snap=072_mass=14.85_reds=0.25_ax=y_rot=270,0.25,14.85,D6,072,y,270
0,tSZ_sim=D14_snap=084_mass=14.92_reds=0.08_ax=x_rot=0,0.08,14.92,D14,084,x,0
0,tSZ_sim=D13_snap=032_mass=13.51_reds=2.01_ax=x_rot=0,2.01,13.51,D13,032,x,0
0,tSZ_sim=D9_snap=052_mass=13.61_reds=0.65_ax=x_rot=0,0.65,13.61,D9,052,x,0
0,tSZ_sim=D23_snap=056_mass=14.17_reds=0.55_ax=x_rot=270,0.55,14.17,D23,056,x,270
0,tSZ_sim=D19_snap=088_mass=14.84_reds=0.03_ax=x_rot=180,0.03,14.84,D19,088,x,180
0,tSZ_sim=D11_snap=084_mass=14.76_reds=0.08_ax=x_rot=270,0.08,14.76,D11,084,x,270
0,tSZ_sim=D15_snap=036_mass=13.90_reds=1.48_ax=x_rot=0,1.48,13.9,D15,036,x,0
0,tSZ_sim=D11_snap=064_mass=14.84_reds=0.39_ax=z_rot=90,0.39,14.84,D11,064,z,90
0,tSZ_sim=D3_snap=044_mass=14.13_reds=0.89_ax=y_rot=90,0.89,14.13,D3,044,y,90
0,tSZ_sim=D26_snap=048_mass=14.57_reds=0.76_ax=x_rot=180,0.76,14.57,D26,048,x,180
0,tSZ_sim=D19_snap=080_mass=14.85_reds=0.13_ax=x_rot=0,0.13,14.85,D19,080,x,0
0,tSZ_sim=D23_snap=060_mass=14.30_reds=0.46_ax=z_rot=0,0.46,14.3,D23,060,z,0
0,tSZ_sim=D8_snap=041_mass=13.87_reds=1.00_ax=x_rot=0,1.0,13.87,D8,041,x,0
0,tSZ_sim=D18_snap=084_mass=14.73_reds=0.08_ax=x_rot=90,0.08,14.73,D18,084,x,90
0,tSZ_sim=D16_snap=080_mass=14.94_reds=0.13_ax=y_rot=90,0.13,14.94,D16,080,y,90
0,tSZ_sim=D29_snap=088_mass=14.93_reds=0.03_ax=z_rot=270,0.03,14.93,D29,088,z,270
0,tSZ_sim=D12_snap=072_mass=14.63_reds=0.25_ax=y_rot=90,0.25,14.63,D12,072,y,90
0,tSZ_sim=D8_snap=076_mass=14.25_reds=0.19_ax=y_rot=180,0.19,14.25,D8,076,y,180
0,tSZ_sim=D29_snap=076_mass=14.61_reds=0.19_ax=x_rot=0,0.19,14.61,D29,076,x,0
0,tSZ_sim=D14_snap=064_mass=14.85_reds=0.39_ax=y_rot=90,0.39,14.85,D14,064,y,90
0,tSZ_sim=D20_snap=060_mass=14.62_reds=0.46_ax=z_rot=0,0.46,14.62,D20,060,z,0
0,tSZ_sim=D7_snap=060_mass=14.82_reds=0.46_ax=x_rot=270,0.46,14.82,D7,060,x,270
0,tSZ_sim=D9_snap=064_mass=13.74_reds=0.38_ax=z_rot=90,0.38,13.74,D9,064,z,90
0,tSZ_sim=D1_snap=048_mass=14.43_reds=0.76_ax=z_rot=0,0.76,14.43,D1,048,z,0
0,tSZ_sim=D7_snap=072_mass=14.76_reds=0.25_ax=y_rot=0,0.25,14.76,D7,072,y,0
0,tSZ_sim=D18_snap=041_mass=14.30_reds=1.00_ax=x_rot=270,1.0,14.3,D18,041,x,270
0,tSZ_sim=D12_snap=072_mass=14.63_reds=0.25_ax=x_rot=270,0.25,14.63,D12,072,x,270
0,tSZ_sim=D23_snap=088_mass=14.84_reds=0.03_ax=z_rot=90,0.03,14.84,D23,088,z,90
0,tSZ_sim=D4_snap=076_mass=14.16_reds=0.19_ax=z_rot=180,0.19,14.16,D4,076,z,180
0,tSZ_sim=D18_snap=060_mass=14.39_reds=0.46_ax=y_rot=180,0.46,14.39,D18,060,y,180
0,tSZ_sim=D26_snap=036_mass=13.73_reds=1.48_ax=z_rot=90,1.48,13.73,D26,036,z,90
0,tSZ_sim=D1_snap=088_mass=14.96_reds=0.03_ax=z_rot=180,0.03,14.96,D1,088,z,180
0,tSZ_sim=D13_snap=080_mass=14.53_reds=0.13_ax=z_rot=0,0.13,14.53,D13,080,z,0
0,tSZ_sim=D23_snap=080_mass=14.53_reds=0.13_ax=y_rot=0,0.13,14.53,D23,080,y,0
0,tSZ_sim=D26_snap=084_mass=14.94_reds=0.08_ax=z_rot=90,0.08,14.94,D26,084,z,90
0,tSZ_sim=D25_snap=040_mass=13.50_reds=1.05_ax=z_rot=270,1.05,13.5,D25,040,z,270
0,tSZ_sim=D6_snap=080_mass=14.85_reds=0.13_ax=y_rot=90,0.13,14.85,D6,080,y,90
0,tSZ_sim=D27_snap=076_mass=14.78_reds=0.19_ax=y_rot=90,0.19,14.78,D27,076,y,90
0,tSZ_sim=D29_snap=076_mass=14.61_reds=0.19_ax=y_rot=90,0.19,14.61,D29,076,y,90
0,tSZ_sim=D28_snap=072_mass=14.96_reds=0.25_ax=z_rot=90,0.25,14.96,D28,072,z,90
0,tSZ_sim=D1_snap=036_mass=13.63_reds=1.48_ax=y_rot=180,1.48,13.63,D1,036,y,180
0,tSZ_sim=D23_snap=040_mass=13.98_reds=1.05_ax=z_rot=180,1.05,13.98,D23,040,z,180
0,tSZ_sim=D10_snap=060_mass=14.64_reds=0.46_ax=z_rot=90,0.46,14.64,D10,060,z,90
0,tSZ_sim=D20_snap=068_mass=14.65_reds=0.31_ax=x_rot=270,0.31,14.65,D20,068,x,270
